correlation_playlist,correlation_bpm,correlation_danceability,correlation_valence,correlation_energy,correlation_acousticness,correlation_instrumentalness,correlation_liveness,correlation_speechiness,correlation_charts_deezer,correlation_charts_apple
0.78353728238024212,-0.0033105926438257972,-0.10549191115555434,-0.041504991440828969,-0.025414166968480416,-0.0050605005609077368,-0.044892379674294068,-0.049473459482902479,-0.11279502612806257,0.60005329234786708,0.55185906295577092
