track_id_atualizado,track_name_clean,artist_s__name_clean,count_songs,artist_count,data_de_lancamento,streams,in_spotify_charts,in_spotify_playlists,in_apple_charts,in_apple_playlists,in_deezer_charts,in_deezer_playlists,total_participation_in_playlist,bpm,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__,terciles_streams,categoria_streams,terciles_bpm,categoria_bpm,terciles_danceability,categoria_danceability,terciles_valence,categoria_valence,terciles_energy,categoria_energy,terciles_acousticness,categoria_acousticness,terciles_instrumentalness,categoria_instrumentalness,terciles_liveness,categoria_liveness,terciles_speechiness,categoria_speechiness
3355993,a tale by quincy,the weeknd,21,1,2022-01-07,41924466,0,733,2,0,0,2,735,94,46,55,50,71,0,10,11,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,3,alto,1,baixo,1,baixo,3,alto
1297061,every angel is terrifying,the weeknd,21,1,2022-01-07,37307967,0,715,1,0,0,2,717,118,44,52,94,11,0,4,29,1,baixo,2,medio,1,baixo,2,medio,3,alto,2,medio,2,medio,1,baixo,3,alto
7332091,phantom regret by jim,the weeknd,21,1,2022-01-07,31959571,0,768,1,1,0,3,772,108,46,23,48,75,30,14,4,1,baixo,2,medio,1,baixo,1,baixo,1,baixo,3,alto,3,alto,2,medio,1,baixo
8715137,miserable man,david kushner,2,1,2022-01-07,124407432,0,788,0,13,1,32,833,110,63,31,35,93,0,29,3,1,baixo,2,medio,2,medio,1,baixo,1,baixo,3,alto,1,baixo,3,alto,1,baixo
5810373,l,stromae,1,1,2022-01-09,108809090,0,2035,122,41,0,394,2470,88,56,58,55,35,0,23,11,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,3,alto,3,alto,3,alto,3,alto
5922471,the rumbling tv size,sim,1,1,2022-01-10,71014967,0,254,4,0,0,23,277,145,41,65,88,0,0,26,5,1,baixo,3,alto,1,baixo,3,alto,3,alto,1,baixo,3,alto,3,alto,2,medio
7822780,blessedcursed,enhypen,3,1,2022-01-10,77337771,0,246,12,2,0,10,258,127,60,40,89,9,0,60,6,1,baixo,2,medio,1,baixo,1,baixo,3,alto,2,medio,2,medio,3,alto,2,medio
4064553,polaroid love,enhypen,3,1,2022-01-10,211372494,0,461,56,10,0,17,488,138,74,65,67,46,0,36,4,2,medio,3,alto,2,medio,3,alto,2,medio,3,alto,2,medio,3,alto,1,baixo
7120733,light switch,charlie puth,2,1,2022-01-19,500340342,0,4049,6,119,1,85,4253,184,69,91,63,11,0,9,31,3,alto,3,alto,2,medio,3,alto,2,medio,2,medio,1,baixo,1,baixo,3,alto
3284752,billie eilish,armani white,1,1,2022-01-20,277132266,0,2537,1,49,11,67,2653,100,90,75,50,11,0,9,26,2,medio,1,baixo,3,alto,3,alto,1,baixo,2,medio,3,alto,1,baixo,3,alto
3923724,numb little bug,em beihold,1,1,2022-01-28,258714692,0,2026,3,47,12,42,2115,85,74,61,52,30,0,26,9,2,medio,1,baixo,2,medio,2,medio,1,baixo,2,medio,3,alto,3,alto,3,alto
3814674,malvada,z fe,1,1,2022-01-28,154119539,0,601,73,28,0,64,693,135,89,89,86,16,0,8,5,1,baixo,3,alto,3,alto,3,alto,3,alto,2,medio,1,baixo,1,baixo,2,medio
5911914,love again,the kid laroi,2,1,2023-01-27,147538971,0,1283,4,57,0,48,1388,107,66,47,40,72,0,11,3,1,baixo,2,medio,2,medio,2,medio,1,baixo,3,alto,1,baixo,2,medio,1,baixo
8704695,llylm,rosal,2,1,2023-01-27,124988687,0,1838,41,105,1,114,2057,170,56,56,63,13,0,19,27,1,baixo,3,alto,1,baixo,2,medio,2,medio,2,medio,1,baixo,3,alto,3,alto
8537557,sugar rush ride,tomorrow x together,1,1,2023-01-27,107642809,0,359,56,12,0,13,384,125,71,83,89,1,0,17,9,1,baixo,2,medio,2,medio,3,alto,3,alto,1,baixo,1,baixo,2,medio,3,alto
3546129,everything i love,morgan wallen,11,1,2023-01-31,95623148,0,579,54,11,0,0,590,104,56,72,85,0,0,15,3,1,baixo,1,baixo,1,baixo,3,alto,3,alto,1,baixo,2,medio,2,medio,1,baixo
2841488,i wrote the book,morgan wallen,11,1,2023-01-31,83021468,0,430,17,15,0,0,445,144,68,83,81,9,0,8,4,1,baixo,3,alto,2,medio,3,alto,3,alto,2,medio,2,medio,1,baixo,1,baixo
3775590,la zona,bad bunny,19,1,2020-02-29,312622938,0,1188,1,13,0,15,1216,94,76,81,80,20,0,25,4,2,medio,1,baixo,3,alto,3,alto,3,alto,2,medio,2,medio,3,alto,1,baixo
1159428,shes all i wanna be,tate mcrae,2,1,2022-02-04,343197054,0,2711,12,105,0,51,2867,160,61,65,64,1,0,12,4,2,medio,3,alto,2,medio,3,alto,2,medio,1,baixo,3,alto,2,medio,1,baixo
4703367,im tired  from euphoria an original hbo series,labrinth,7,1,2022-02-04,121913181,0,1888,1,26,0,58,1972,71,28,26,20,19,0,30,3,1,baixo,1,baixo,1,baixo,1,baixo,1,baixo,2,medio,3,alto,3,alto,1,baixo
1906058,boyfriend,dove cameron,1,1,2022-02-11,496311364,0,3766,0,76,0,102,3944,180,35,23,61,23,0,19,6,3,alto,3,alto,1,baixo,1,baixo,2,medio,2,medio,1,baixo,3,alto,2,medio
3434265,worst day,future,2,1,2022-02-11,50746620,0,910,3,20,0,24,954,89,65,60,60,11,0,10,40,1,baixo,1,baixo,2,medio,2,medio,2,medio,2,medio,1,baixo,1,baixo,3,alto
5697442,darari,treasure,1,1,2022-02-15,182978249,0,328,21,10,0,7,345,85,72,55,64,49,0,7,4,1,baixo,1,baixo,2,medio,2,medio,2,medio,3,alto,2,medio,1,baixo,1,baixo
3371670,nail tech,jack harlow,3,1,2022-02-18,193443895,0,2939,0,42,0,24,3005,150,65,11,58,0,0,12,9,2,medio,3,alto,2,medio,1,baixo,1,baixo,1,baixo,3,alto,2,medio,3,alto
2166249,oo,nmixx,1,1,2022-02-22,135444283,0,290,66,9,0,10,309,200,39,28,77,4,0,6,29,1,baixo,3,alto,1,baixo,1,baixo,3,alto,1,baixo,2,medio,1,baixo,3,alto
1230186,space man,sam ryder,1,1,2022-02-22,54682594,0,1329,51,42,0,32,1403,80,47,33,83,18,0,10,5,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,2,medio,1,baixo,1,baixo,2,medio
1024668,master of puppets remastered,metallica,1,1,1986-03-03,704171068,0,6080,198,112,1,406,6598,105,54,59,83,0,44,20,4,3,alto,1,baixo,1,baixo,2,medio,3,alto,1,baixo,3,alto,3,alto,1,baixo
4131863,bored,billie eilish,5,1,2017-03-30,777765388,0,4204,45,39,0,250,4493,120,60,11,33,90,0,8,5,3,alto,2,medio,1,baixo,1,baixo,1,baixo,3,alto,3,alto,1,baixo,2,medio
6824324,hope,xxxtentacion,2,1,2018-03-16,1200808494,0,3659,10,11,0,267,3937,146,59,23,46,66,0,15,6,3,alto,3,alto,1,baixo,1,baixo,1,baixo,3,alto,1,baixo,2,medio,2,medio
6181977,arcade,duncan laurence,1,1,2019-03-07,991336132,0,6646,47,107,1,584,7337,72,45,27,33,82,0,14,4,3,alto,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,2,medio,2,medio,1,baixo
5370460,levitating,dua lipa,3,1,2020-03-27,797196073,0,9833,82,233,1,531,10597,103,69,90,88,5,0,29,8,3,alto,1,baixo,2,medio,3,alto,3,alto,1,baixo,3,alto,3,alto,2,medio
5624903,i wanna be your slave,mne,4,1,2021-03-19,851070493,0,4873,88,65,3,434,5372,133,75,96,61,0,0,18,4,3,alto,2,medio,2,medio,3,alto,2,medio,1,baixo,1,baixo,3,alto,1,baixo
7036044,stefania kalush orchestra,kalush,1,1,2022-03-10,53729194,0,555,4,10,0,4,569,105,83,32,82,14,0,12,4,1,baixo,1,baixo,3,alto,1,baixo,3,alto,2,medio,1,baixo,2,medio,1,baixo
3555344,maniac,stray kids,2,1,2022-03-18,212234990,0,651,188,6,0,20,677,120,58,71,80,15,0,7,41,2,medio,2,medio,1,baixo,3,alto,3,alto,2,medio,2,medio,1,baixo,3,alto
6009839,plan a,paulo londra,2,1,2022-03-23,240661097,0,1105,0,32,0,19,1156,174,58,56,83,5,0,7,4,2,medio,3,alto,1,baixo,2,medio,3,alto,1,baixo,2,medio,1,baixo,1,baixo
6642483,10 things i hate about you,leah kate,1,1,2022-03-23,185550869,0,1301,1,23,0,15,1339,154,54,45,79,1,0,17,5,2,medio,3,alto,1,baixo,2,medio,3,alto,1,baixo,1,baixo,2,medio,2,medio
2150360,soy el unico,yahritza y su esencia,1,1,2022-03-25,126443991,0,226,0,5,0,4,235,84,71,63,45,45,0,11,3,1,baixo,1,baixo,2,medio,3,alto,1,baixo,3,alto,3,alto,2,medio,1,baixo
2987518,rumbat,daddy yankee,2,1,2022-03-25,157990698,0,1264,4,20,0,52,1336,95,69,90,91,6,0,35,4,1,baixo,1,baixo,2,medio,3,alto,3,alto,1,baixo,2,medio,3,alto,1,baixo
4518298,when youre gone,shawn mendes,3,1,2022-03-31,255120451,0,2092,11,75,0,44,2211,147,60,58,69,2,0,58,4,2,medio,3,alto,1,baixo,2,medio,2,medio,1,baixo,3,alto,3,alto,1,baixo
2853933,red ruby da sleeze,nicki minaj,2,1,2023-03-03,81419389,0,1168,11,45,0,20,1233,98,70,29,73,12,0,11,26,1,baixo,1,baixo,2,medio,1,baixo,2,medio,2,medio,1,baixo,2,medio,3,alto
1413502,98 braves,morgan wallen,11,1,2023-03-03,56533272,0,282,15,6,0,0,288,142,49,48,67,10,0,26,3,1,baixo,3,alto,1,baixo,2,medio,2,medio,2,medio,1,baixo,3,alto,1,baixo
3746522,born with a beer in my hand,morgan wallen,11,1,2023-03-03,34450974,0,203,9,5,0,0,208,148,53,61,81,5,0,36,4,1,baixo,3,alto,1,baixo,2,medio,3,alto,1,baixo,2,medio,3,alto,1,baixo
5972088,devil don,morgan wallen,11,1,2023-03-03,32526947,0,166,10,2,0,0,168,125,53,32,66,38,0,9,3,1,baixo,2,medio,1,baixo,1,baixo,2,medio,3,alto,3,alto,1,baixo,1,baixo
3143453,happy,nf,1,1,2023-03-25,52722996,0,660,7,22,0,11,693,106,73,22,86,31,0,12,4,1,baixo,1,baixo,2,medio,1,baixo,3,alto,2,medio,1,baixo,2,medio,1,baixo
5763974,void,melanie martinez,1,1,2023-03-29,67070410,0,596,9,29,0,12,637,100,72,42,66,18,4,19,4,1,baixo,1,baixo,2,medio,2,medio,2,medio,2,medio,3,alto,3,alto,1,baixo
3872585,pope is a rockstar,sales,1,1,2016-04-20,156658366,0,1966,2,4,0,50,2020,90,73,31,45,85,24,11,3,1,baixo,1,baixo,2,medio,1,baixo,1,baixo,3,alto,3,alto,2,medio,1,baixo
2602763,you broke me first,tate mcrae,2,1,2020-04-17,1180094974,0,6638,19,167,0,318,7123,124,64,8,37,79,0,9,5,3,alto,2,medio,2,medio,1,baixo,1,baixo,3,alto,3,alto,1,baixo,2,medio
5347552,rapstar,polo g,1,1,2021-04-09,797402345,0,4731,12,141,0,78,4950,81,79,44,54,41,0,13,24,3,alto,1,baixo,3,alto,2,medio,1,baixo,3,alto,2,medio,2,medio,3,alto
2835063,2055,sleepy hallow,1,1,2021-04-14,624515457,0,2226,0,29,0,44,2299,161,78,65,52,46,0,12,31,3,alto,3,alto,3,alto,3,alto,1,baixo,3,alto,2,medio,2,medio,3,alto
5191929,in my head,lil tjay,1,1,2022-04-01,190981339,0,1185,0,21,0,31,1237,143,68,41,55,16,0,10,12,2,medio,3,alto,2,medio,2,medio,1,baixo,2,medio,2,medio,1,baixo,3,alto
3108040,still life,bigbang,1,1,2022-04-05,53909146,0,181,14,16,0,7,204,118,68,24,58,44,0,6,3,1,baixo,2,medio,2,medio,1,baixo,1,baixo,3,alto,1,baixo,1,baixo,1,baixo
4557678,chance,paulo londra,2,1,2022-04-06,89566512,0,225,0,11,0,7,243,138,72,22,46,24,0,9,6,1,baixo,3,alto,2,medio,1,baixo,1,baixo,2,medio,1,baixo,1,baixo,2,medio
7477767,evergreen you didnt deserve me a,omar apollo,1,1,2022-04-08,227918678,0,2499,0,70,0,49,2618,82,70,31,34,60,1,11,4,2,medio,1,baixo,2,medio,1,baixo,1,baixo,3,alto,3,alto,2,medio,2,medio
5663428,first class,jack harlow,3,1,2022-04-08,694525298,0,8737,32,163,15,137,9037,107,91,32,56,3,0,11,10,3,alto,2,medio,3,alto,1,baixo,1,baixo,1,baixo,2,medio,2,medio,3,alto
7434389,right on,lil baby,2,1,2022-04-08,101780047,0,1116,9,31,0,15,1162,166,70,22,61,2,0,10,34,1,baixo,3,alto,2,medio,1,baixo,2,medio,1,baixo,2,medio,1,baixo,3,alto
5975489,zoom,jessi,1,1,2022-04-13,136996305,0,608,29,5,0,14,627,100,87,46,60,1,0,13,16,1,baixo,1,baixo,3,alto,2,medio,2,medio,1,baixo,1,baixo,2,medio,3,alto
8779560,thousand miles,the kid laroi,2,1,2022-04-22,244741137,0,2050,9,52,0,46,2148,81,38,20,66,9,0,9,8,2,medio,1,baixo,1,baixo,1,baixo,2,medio,2,medio,3,alto,1,baixo,2,medio
1545230,puffin on zootiez,future,2,1,2022-04-29,254218729,0,2350,42,28,0,23,2401,125,88,28,66,6,0,13,31,2,medio,2,medio,3,alto,1,baixo,2,medio,1,baixo,1,baixo,2,medio,3,alto
6987709,peaches from the super mario bros movie,jack black,1,1,2023-04-07,68216992,0,34,0,0,0,0,34,92,71,41,31,79,0,10,5,1,baixo,1,baixo,2,medio,2,medio,1,baixo,3,alto,1,baixo,1,baixo,2,medio
7807270,miss you,southstar,1,1,1982-05-16,154356956,0,2020,10,77,0,119,2216,145,66,24,58,17,0,19,5,1,baixo,3,alto,2,medio,1,baixo,2,medio,2,medio,2,medio,3,alto,2,medio
2775772,heart to heart,mac demarco,1,1,2019-05-10,244658767,0,1640,27,27,1,29,1696,150,90,64,14,67,35,11,10,2,medio,3,alto,3,alto,3,alto,1,baixo,3,alto,3,alto,2,medio,3,alto
2969661,dance monkey,tones and i,1,1,2019-05-10,2864791672,0,24529,167,533,6,3595,28657,98,82,54,59,69,0,18,10,3,alto,1,baixo,3,alto,2,medio,2,medio,3,alto,1,baixo,3,alto,3,alto
8096695,favorite crime,olivia rodrigo,7,1,2021-05-21,783706581,0,3681,21,20,0,99,3800,173,40,19,29,86,0,34,4,3,alto,3,alto,1,baixo,1,baixo,1,baixo,3,alto,1,baixo,3,alto,1,baixo
8835305,jealousy jealousy,olivia rodrigo,7,1,2021-05-21,665765558,0,3257,0,10,0,70,3337,164,70,71,58,24,0,7,13,3,alto,3,alto,2,medio,3,alto,1,baixo,2,medio,1,baixo,1,baixo,3,alto
8654169,fearless,le sserafim,2,1,2022-05-02,229497852,0,629,75,18,0,9,656,104,86,43,62,5,0,13,14,2,medio,1,baixo,3,alto,2,medio,2,medio,1,baixo,2,medio,2,medio,3,alto
8238387,hold my hand,lady gaga,2,1,2022-05-03,238350348,0,2528,8,63,2,270,2861,148,51,21,63,5,0,41,3,2,medio,3,alto,1,baixo,1,baixo,2,medio,1,baixo,3,alto,3,alto,1,baixo
8956923,despus de la p,bad bunny,19,1,2022-05-06,461558540,0,2229,44,27,0,24,2280,78,56,61,90,36,0,18,31,2,medio,1,baixo,1,baixo,2,medio,3,alto,3,alto,2,medio,3,alto,3,alto
4764570,yo no soy celoso,bad bunny,19,1,2022-05-06,313113297,0,1179,21,7,0,11,1197,142,87,93,59,28,0,17,5,2,medio,3,alto,3,alto,3,alto,2,medio,2,medio,3,alto,2,medio,2,medio
5617904,me fui de vacaciones,bad bunny,19,1,2022-05-06,305650299,0,1443,11,9,1,22,1474,85,71,43,65,23,0,9,5,2,medio,1,baixo,2,medio,2,medio,2,medio,2,medio,1,baixo,1,baixo,2,medio
1633065,aguacero,bad bunny,19,1,2022-05-06,283359161,0,829,15,4,0,10,843,121,86,67,65,42,0,35,7,2,medio,2,medio,3,alto,3,alto,2,medio,3,alto,2,medio,3,alto,2,medio
6339593,el apag,bad bunny,19,1,2022-05-06,212351890,0,1209,7,9,0,14,1232,118,63,60,70,5,0,9,31,2,medio,2,medio,2,medio,2,medio,2,medio,1,baixo,2,medio,1,baixo,3,alto
6347306,dua lipa,jack harlow,3,1,2022-05-06,150500965,0,1992,0,35,0,3,2030,158,83,41,65,0,10,11,8,1,baixo,3,alto,3,alto,2,medio,2,medio,1,baixo,3,alto,2,medio,2,medio
4940529,agosto,bad bunny,19,1,2022-05-06,246127838,0,897,20,6,0,8,911,115,85,72,58,9,0,49,12,2,medio,2,medio,3,alto,3,alto,1,baixo,1,baixo,3,alto,3,alto,3,alto
6107475,this love taylors ve,taylor swift,34,1,2022-05-06,132171975,0,1492,2,26,0,15,1533,144,47,7,50,32,0,7,4,1,baixo,3,alto,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,1,baixo,1,baixo
7321459,vegas from the original motion picture soundtrack elvis,doja cat,6,1,2022-05-06,448500832,0,4576,13,79,0,93,4748,160,80,74,60,8,0,14,26,2,medio,3,alto,3,alto,3,alto,2,medio,1,baixo,3,alto,2,medio,3,alto
6509365,the heart part 5,kendrick lamar,12,1,2022-05-08,71423324,0,2939,0,29,0,30,2998,98,76,79,81,18,0,6,34,1,baixo,1,baixo,3,alto,3,alto,3,alto,2,medio,2,medio,1,baixo,3,alto
1109166,n95,kendrick lamar,12,1,2022-05-13,301242089,0,5542,16,52,0,65,5659,140,81,39,66,38,0,12,14,2,medio,3,alto,3,alto,1,baixo,2,medio,3,alto,1,baixo,2,medio,3,alto
3184472,united in grief,kendrick lamar,12,1,2022-05-13,156898322,0,2575,5,4,0,12,2591,87,52,32,83,24,0,17,43,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,2,medio,2,medio,2,medio,3,alto
1493023,rich spirit,kendrick lamar,12,1,2022-05-13,173702135,0,3486,10,20,0,33,3539,96,85,41,43,39,0,12,21,1,baixo,1,baixo,3,alto,2,medio,1,baixo,3,alto,3,alto,2,medio,3,alto
1671724,count me out,kendrick lamar,12,1,2022-05-13,126191104,0,2729,7,3,0,13,2745,134,78,51,43,69,0,14,9,1,baixo,3,alto,3,alto,2,medio,1,baixo,3,alto,3,alto,2,medio,3,alto
3186172,worldwide steppers,kendrick lamar,12,1,2022-05-13,61739839,0,1480,0,1,0,5,1486,72,56,56,47,76,0,8,36,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,3,alto,2,medio,1,baixo,3,alto
5264430,rich  interlude,kendrick lamar,12,1,2022-05-13,41210087,0,1103,0,0,0,0,1103,104,44,74,42,88,0,9,9,1,baixo,1,baixo,1,baixo,3,alto,1,baixo,3,alto,2,medio,1,baixo,3,alto
2226206,supermodel,mne,4,1,2022-05-13,231657891,0,2265,12,93,11,173,2531,121,64,80,88,0,0,12,6,2,medio,2,medio,2,medio,3,alto,3,alto,1,baixo,3,alto,2,medio,2,medio
7556948,crown,kendrick lamar,12,1,2022-05-13,42485571,0,1493,0,2,0,10,1505,170,37,14,24,80,0,11,4,1,baixo,3,alto,1,baixo,1,baixo,1,baixo,3,alto,2,medio,2,medio,1,baixo
1713130,auntie diaries,kendrick lamar,12,1,2022-05-13,37778188,0,1545,0,1,0,4,1550,78,43,60,38,76,1,48,38,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,3,alto,3,alto,3,alto,3,alto
5087776,mirror,kendrick lamar,12,1,2022-05-13,53603447,0,1929,0,2,0,4,1935,92,66,29,65,23,0,8,7,1,baixo,1,baixo,2,medio,1,baixo,2,medio,2,medio,1,baixo,1,baixo,2,medio
3635714,savior  interlude,kendrick lamar,12,1,2022-05-13,37091576,0,1194,0,0,0,3,1197,118,66,83,43,84,0,19,19,1,baixo,2,medio,2,medio,3,alto,1,baixo,3,alto,3,alto,3,alto,3,alto
4809507,en el radio un cochinero,victor cibrian,1,1,2022-05-13,164856284,0,514,36,5,0,1,520,154,70,97,62,47,0,10,4,1,baixo,3,alto,2,medio,3,alto,2,medio,3,alto,3,alto,1,baixo,1,baixo
1436447,daylight,harry styles,17,1,2022-05-20,290833204,0,2775,11,21,0,40,2836,146,69,63,45,48,0,18,4,2,medio,3,alto,2,medio,3,alto,1,baixo,3,alto,2,medio,3,alto,1,baixo
2307433,little freak,harry styles,17,1,2022-05-20,273194684,0,2302,3,20,0,39,2361,142,56,40,54,72,0,10,4,2,medio,3,alto,1,baixo,2,medio,1,baixo,3,alto,2,medio,1,baixo,1,baixo
6193307,love of my life,harry styles,17,1,2022-05-20,233671263,0,1933,2,13,0,31,1977,118,56,20,54,67,0,6,5,2,medio,2,medio,1,baixo,1,baixo,1,baixo,3,alto,3,alto,1,baixo,2,medio
8507943,grapejuice,harry styles,17,1,2022-05-20,199587884,0,1986,1,7,0,15,2008,183,65,88,72,36,14,20,3,2,medio,3,alto,2,medio,3,alto,2,medio,3,alto,3,alto,3,alto,1,baixo
7697062,cinema,harry styles,17,1,2022-05-20,189236868,0,2171,1,18,0,28,2217,106,83,90,64,35,5,9,4,2,medio,1,baixo,3,alto,3,alto,2,medio,3,alto,3,alto,1,baixo,1,baixo
4671002,boyfriends,harry styles,17,1,2022-05-20,137070925,0,1517,2,26,0,30,1573,118,42,32,20,94,0,11,4,1,baixo,2,medio,1,baixo,1,baixo,1,baixo,3,alto,3,alto,2,medio,1,baixo
6895326,curtains,ed sheeran,9,1,2023-05-05,39893489,0,715,3,37,0,27,779,176,50,44,76,10,0,32,5,1,baixo,3,alto,1,baixo,2,medio,3,alto,2,medio,1,baixo,3,alto,2,medio
2101565,hits different,taylor swift,34,1,2023-05-26,68616963,0,547,15,15,0,6,568,106,67,24,78,15,0,30,4,1,baixo,1,baixo,2,medio,1,baixo,3,alto,2,medio,2,medio,3,alto,1,baixo
3210546,selfish,pnb rock,1,1,2016-06-23,380319238,0,2468,0,15,0,0,2483,102,64,4,60,11,0,19,4,2,medio,1,baixo,2,medio,1,baixo,2,medio,2,medio,1,baixo,3,alto,1,baixo
8949659,lucid dreams,juice wrld,2,1,2017-06-15,2288695111,0,14749,34,188,0,710,15647,84,44,22,48,38,0,33,24,3,alto,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,3,alto,3,alto,3,alto
8186517,infinity,jaymes young,1,1,2017-06-23,888046992,0,4375,0,24,0,396,4795,122,67,50,67,15,0,30,4,3,alto,2,medio,2,medio,2,medio,2,medio,2,medio,1,baixo,3,alto,2,medio
7885122,mount everest,labrinth,7,1,2019-06-21,467727006,0,5443,1,45,0,80,5568,89,46,43,43,23,8,8,22,2,medio,1,baixo,1,baixo,2,medio,1,baixo,2,medio,3,alto,1,baixo,3,alto
8480431,need to know,doja cat,6,1,2021-06-11,1042568408,0,6672,36,125,0,150,6947,130,66,19,61,30,0,9,7,3,alto,2,medio,2,medio,1,baixo,2,medio,2,medio,1,baixo,1,baixo,2,medio
5346382,woman,doja cat,6,1,2021-06-25,1329090101,0,9424,50,202,4,463,10089,108,82,88,76,9,0,12,9,3,alto,2,medio,3,alto,3,alto,3,alto,1,baixo,1,baixo,2,medio,3,alto
5085460,get into it yuh,doja cat,6,1,2021-06-25,516784627,0,4999,19,43,12,73,5115,92,91,79,66,32,0,9,16,3,alto,1,baixo,3,alto,3,alto,2,medio,2,medio,1,baixo,1,baixo,3,alto
5897675,aint shit,doja cat,6,1,2021-06-25,499710590,0,3436,6,32,0,46,3514,124,86,62,49,51,0,35,21,3,alto,2,medio,3,alto,2,medio,1,baixo,3,alto,2,medio,3,alto,3,alto
2230668,so good,halsey,1,1,2022-06-09,91781263,0,1057,14,51,0,19,1127,83,63,29,62,4,0,18,4,1,baixo,1,baixo,2,medio,1,baixo,2,medio,1,baixo,3,alto,3,alto,1,baixo
4070434,yet to come,bts,8,1,2022-06-10,302006641,0,829,110,32,0,26,887,172,56,68,89,4,0,33,19,2,medio,3,alto,1,baixo,3,alto,3,alto,1,baixo,1,baixo,3,alto,3,alto
5477581,run bts,bts,8,1,2022-06-10,330881149,0,736,132,5,0,17,758,77,72,70,82,2,0,4,17,2,medio,1,baixo,2,medio,3,alto,3,alto,1,baixo,1,baixo,1,baixo,3,alto
4618597,for youth,bts,8,1,2022-06-10,114546317,0,327,40,5,0,12,344,117,63,29,51,43,0,25,4,1,baixo,2,medio,2,medio,1,baixo,1,baixo,3,alto,3,alto,3,alto,1,baixo
4845139,born singer,bts,8,1,2022-06-10,79095270,0,279,18,0,0,6,285,158,60,68,84,4,0,24,11,1,baixo,3,alto,1,baixo,3,alto,3,alto,1,baixo,1,baixo,3,alto,3,alto
6549461,betty get money,yung gravy,1,1,2022-06-10,221752937,0,2402,2,45,0,26,2473,102,73,62,75,0,0,34,8,2,medio,1,baixo,2,medio,2,medio,3,alto,1,baixo,1,baixo,3,alto,2,medio
7531207,massive,drake,4,1,2022-06-17,195628667,0,5263,89,66,0,61,5390,125,51,5,68,12,2,15,6,2,medio,2,medio,1,baixo,1,baixo,2,medio,2,medio,3,alto,2,medio,2,medio
6670857,sticky,drake,4,1,2022-06-17,191448892,0,2814,105,38,0,25,2877,137,88,8,49,9,0,9,14,2,medio,3,alto,3,alto,1,baixo,1,baixo,1,baixo,2,medio,1,baixo,3,alto
8121763,break my soul,beyonc,3,1,2022-06-21,354614964,0,9724,61,222,14,259,10205,115,70,87,88,4,0,26,8,2,medio,2,medio,2,medio,3,alto,3,alto,1,baixo,3,alto,3,alto,2,medio
1532170,poland,lil yachty,1,1,2022-06-23,115331792,0,1584,0,38,0,24,1646,150,70,26,56,14,83,11,5,1,baixo,3,alto,2,medio,1,baixo,1,baixo,2,medio,3,alto,2,medio,2,medio
7629327,pop,nayeon,1,1,2022-06-24,213505179,0,571,21,19,0,14,604,97,80,36,86,4,0,3,5,2,medio,1,baixo,3,alto,1,baixo,3,alto,1,baixo,2,medio,1,baixo,2,medio
6191375,die first,nessa barrett,1,1,2022-06-24,131746175,0,767,0,25,0,22,814,183,44,44,67,7,0,12,13,1,baixo,3,alto,1,baixo,2,medio,2,medio,1,baixo,2,medio,2,medio,3,alto
6950436,alien blues,vundabar,1,1,2015-07-24,370068639,0,1930,0,3,0,28,1961,82,47,44,76,8,91,9,3,2,medio,1,baixo,1,baixo,2,medio,3,alto,1,baixo,3,alto,1,baixo,1,baixo
8056641,life goes on,oliver tree,1,1,2020-07-17,501541661,0,2868,15,43,0,116,3027,80,70,57,49,19,0,12,8,3,alto,1,baixo,2,medio,2,medio,1,baixo,2,medio,2,medio,2,medio,2,medio
4782067,happier than ever  edit,billie eilish,5,1,2021-07-28,412795151,0,1959,0,19,0,38,2016,81,45,12,57,7,0,23,3,2,medio,1,baixo,1,baixo,1,baixo,1,baixo,1,baixo,2,medio,3,alto,1,baixo
5737293,happier than ever,billie eilish,5,1,2021-07-30,1056760045,0,8476,133,138,0,283,8897,65,31,31,24,76,0,14,4,3,alto,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,1,baixo,2,medio,1,baixo
5678676,more,jhope,1,1,2022-07-01,155795783,0,565,52,6,0,11,582,97,78,31,72,1,0,11,4,1,baixo,1,baixo,3,alto,1,baixo,2,medio,1,baixo,2,medio,2,medio,1,baixo
8171348,come back home  from purple hearts,sofia carson,1,1,2022-07-12,97610446,0,367,67,28,0,195,590,145,56,43,53,24,0,12,4,1,baixo,3,alto,1,baixo,2,medio,1,baixo,2,medio,3,alto,2,medio,1,baixo
4758406,static,steve lacy,3,1,2022-07-15,202452860,0,1613,15,21,0,13,1647,79,34,22,31,43,63,10,7,2,medio,1,baixo,1,baixo,1,baixo,1,baixo,3,alto,3,alto,1,baixo,2,medio
3519068,lovezinho,treyce,1,1,2022-07-28,70069745,0,242,2,12,0,13,267,128,82,61,59,30,0,12,4,1,baixo,2,medio,3,alto,2,medio,2,medio,2,medio,1,baixo,2,medio,1,baixo
